wrong_zipcode,Issue Repo,Latitude,Longitude,correct_zipcode
78741,Crash Urgent,30.19398,-97.744682,78744
78757,Crash Urgent,30.397047,-97.735549,78759
78712,Traffic Hazard,30.258518,-97.728666,78702
78712,Crash Service,30.276862,-97.700329,78721
78728,Traffic Hazard,30.407857,-97.673881,78753
78741,Crash Urgent,30.189208,-97.767899,78744
78730,TRFC HAZD/ DEBRIS,30.386172,-97.920436,78734
78749,zSTALLED VEHICLE,30.194296,-97.870734,78739
78756,zSTALLED VEHICLE,30.333999,-97.721241,78752
78748,Traffic Hazard,30.149737,-97.833198,78748
78756,Traffic Hazard,30.35293,-97.714099,78758
78752,zSTALLED VEHICLE,30.364096,-97.668631,78753
78701,Crash Urgent,30.203257,-97.75397,78744
78729,Traffic Hazard,30.498149,-97.775717,78717
78749,TRFC HAZD/ DEBRIS,30.257222,-97.904446,78735
78729,Traffic Hazard,30.494892,-97.78681,78717
78728,COLLISION,30.447685,-97.667463,78728
78754,TRFC HAZD/ DEBRIS,30.342425,-97.572707,78653
78703,COLLISION,30.310763,-97.848771,78746
78712,Crash Service,30.298251,-97.686981,78723
78729,Crash Service,30.467138,-97.787556,78729
78742,Crash Service,30.237536,-97.686826,78742
78748,LOOSE LIVESTOCK,30.082023,-97.78155,78610
78701,Traffic Hazard,30.223409,-97.763598,78704
78745,Traffic Hazard,30.220888,-97.794325,78745
78745,Crash Urgent,30.215856,-97.798223,78745
78742,COLLISION,30.25342,-97.603588,78724
78745,Crash Urgent,30.21543,-97.797687,78745
78712,Crash Service,30.251837,-97.734027,78702
78754,LOOSE LIVESTOCK,30.320117,-97.541614,78653
78757,Crash Urgent,30.391173,-97.721752,78758
78742,LOOSE LIVESTOCK,30.28073,-97.500098,78653
78741,Crash Urgent,30.206543,-97.715878,78744
78757,Traffic Hazard,30.369668,-97.70523,78758
78701,Crash Service,30.226929,-97.76921,78704
78745,Traffic Hazard,30.183574,-97.803693,78748
78742,TRFC HAZD/ DEBRIS,30.284541,-97.578602,78724
78729,Traffic Hazard,30.440763,-97.750582,78729
78748,zSTALLED VEHICLE,30.125559,-97.801609,78747
78742,COLLISION,30.18712,-97.615886,78617
78756,Traffic Hazard,30.313537,-97.767155,78703
78741,Crash Urgent,30.212764,-97.712629,78741
78741,zSTALLED VEHICLE,30.192754,-97.7651,78744
78756,Traffic Hazard,30.337565,-97.756957,78731
78728,TRFC HAZD/ DEBRIS,30.485246,-97.6516,78664
78712,Crash Urgent,30.257533,-97.737027,78702
78756,Traffic Hazard,30.338008,-97.76143,78731
78730,COLLISN/ LVNG SCN,30.388247,-97.94164,78734
78748,Crash Urgent,30.173218,-97.781842,78744
78712,Crash Urgent,30.260815,-97.732165,78702
78757,Traffic Hazard,30.368957,-97.742095,78759
78751,Crash Service,30.332368,-97.703825,78752
78749,Crash Urgent,30.2339,-97.865957,78749
78748,Crash Urgent,30.172344,-97.782998,78745
78747,COLLISN/ LVNG SCN,30.034334,-97.687756,78644
78712,Traffic Hazard,30.280028,-97.735881,78701
78742,COLLISION,30.134365,-97.612611,78617
78712,Traffic Hazard,30.2831,-97.727476,78705
78701,zSTALLED VEHICLE,30.231998,-97.802464,78745
78721,Crash Urgent,30.268218,-97.669911,78725
78749,Traffic Hazard,30.201082,-97.866955,78749
78748,Crash Service,30.146418,-97.806797,78748
78756,Crash Urgent,30.334485,-97.739055,78756
78756,Crash Urgent,30.332328,-97.734622,78757
78701,Traffic Hazard,30.223783,-97.765354,78745
78701,Crash Urgent,30.243417,-97.782202,78704
78728,Crash Urgent,30.408147,-97.696945,78758
78728,TRFC HAZD/ DEBRIS,30.404006,-97.583201,78653
78701,Crash Service,30.215097,-97.762131,78745
78729,Crash Urgent,30.47974,-97.802539,78717
78712,Crash Service,30.268234,-97.739803,78701
78701,Crash Urgent,30.209753,-97.725446,78744
78712,zSTALLED VEHICLE,30.238692,-97.738391,78704
78701,Traffic Hazard,30.213465,-97.722378,78744
78728,COLLISION,30.413722,-97.6528,78660
78752,Crash Urgent,30.381926,-97.686376,78753
78745,COLLISION,30.233823,-97.811003,78735
78756,Traffic Hazard,30.356155,-97.730896,78757
78756,Traffic Hazard,30.336659,-97.739508,78757
78748,COLLISION WITH INJURY,30.145903,-97.833077,78748
78741,Traffic Hazard,30.204945,-97.774792,78745
78728,TRFC HAZD/ DEBRIS,30.476928,-97.662841,78664
78712,Crash Urgent,30.285382,-97.705805,78723
78729,zSTALLED VEHICLE,30.430918,-97.725624,78727
78749,Traffic Hazard,30.221813,-97.836104,78749
78712,Traffic Hazard,30.313464,-97.737571,78751
78726,COLLISION,30.447514,-97.858334,78726
78757,Traffic Hazard,30.394079,-97.745978,78759
78751,Crash Service,30.338174,-97.675877,78754
78712,Crash Service,30.244502,-97.722637,78741
78712,Traffic Hazard,30.27632,-97.765275,78703
78751,TRFC HAZD/ DEBRIS,30.324027,-97.658737,78724
78701,Crash Service,30.205303,-97.757959,78744
78729,Traffic Hazard,30.453195,-97.776392,78729
78742,TRFC HAZD/ DEBRIS,30.171554,-97.642248,78617
78749,Traffic Hazard,30.212445,-97.857077,78749
78733,TRFC HAZD/ DEBRIS,30.314847,-97.856193,78733
78701,Crash Urgent,30.243652,-97.78236,78704
78712,zSTALLED VEHICLE,30.242971,-97.740875,78704
78721,Crash Urgent,30.251493,-97.682285,78721
78756,Traffic Hazard,30.362395,-97.74395,78757
78721,Traffic Hazard,30.253025,-97.679915,78721
78728,Crash Urgent,30.407494,-97.714161,78758
78712,Crash Service,30.261394,-97.737371,78701
78712,Crash Urgent,30.273591,-97.697744,78721
78703,TRFC HAZD/ DEBRIS,30.296671,-97.832178,78746
78752,Traffic Hazard,30.328564,-97.655645,78724
78756,Traffic Hazard,30.324772,-97.768667,78731
78741,Traffic Hazard,30.202454,-97.760986,78745
78712,Crash Service,30.282726,-97.751232,78701
78749,Traffic Hazard,30.248051,-97.849741,78735
78754,TRFC HAZD/ DEBRIS,30.361485,-97.54433,78653
78712,Traffic Hazard,30.273707,-97.763318,78703
78701,Crash Service,30.219063,-97.718603,78741
78751,BLOCKED DRIV/ HWY,30.31996,-97.6605,78724
78730,COLLISN/ LVNG SCN,30.381599,-97.918719,78734
78728,Crash Urgent,30.397289,-97.64272,78754
78757,Traffic Hazard,30.394038,-97.74579,78759
78742,COLLISION,30.126375,-97.641328,78617
78757,Traffic Hazard,30.374761,-97.739871,78759
78728,COLLISN/ LVNG SCN,30.436496,-97.69614,78727
78728,Crash Service,30.407034,-97.697425,78758
78757,Crash Service,30.383263,-97.724115,78758
78757,Crash Urgent,30.383426,-97.724078,78758
78729,Traffic Hazard,30.479445,-97.80331,78717
78751,Crash Service,30.307457,-97.663014,78723
78722,Crash Urgent,30.28618,-97.669492,78721
78712,Crash Urgent,30.271834,-97.732788,78701
78752,Crash Urgent,30.372405,-97.691747,78753
78749,Crash Urgent,30.190617,-97.83274,78748
78749,Crash Urgent,30.190957,-97.83342,78748
78712,Crash Urgent,30.297204,-97.717781,78722
78712,Traffic Hazard,30.282572,-97.703945,78721
78729,Traffic Hazard,30.437194,-97.736062,78727
78726,Crash Urgent,30.406079,-97.851075,78726
78742,Traffic Hazard,30.217685,-97.683292,78719
78725,COLLISION,30.175285,-97.526904,78612
78703,COLLISION/PRIVATE PROPERTY,30.296654,-97.832084,78746
78739,LOOSE LIVESTOCK,30.161558,-97.860076,78748
78751,Traffic Hazard,30.33429,-97.707233,78752
78712,Crash Service,30.237459,-97.738848,78741
78701,Crash Urgent,30.226185,-97.769672,78745
78751,Crash Urgent,30.333051,-97.703772,78752
78712,Traffic Hazard,30.257645,-97.76007,78704
78701,zSTALLED VEHICLE,30.214432,-97.730036,78744
78752,Traffic Hazard,30.328654,-97.653558,78724
78712,Traffic Hazard,30.29815,-97.687038,78723
78729,Crash Service,30.442097,-97.741507,78727
78749,Crash Urgent,30.190498,-97.873323,78739
78728,zSTALLED VEHICLE,30.408455,-97.680246,78758
78712,Crash Urgent,30.295429,-97.742817,78705
78701,Traffic Hazard,30.264374,-97.786929,78746
78748,COLLISION,30.140522,-97.832968,78652
78701,Crash Urgent,30.22965,-97.760208,78704
78742,COLLISION,30.254081,-97.538678,78653
78754,Traffic Hazard,30.343766,-97.580507,78653
78722,Crash Service,30.259617,-97.693417,78721
78751,zSTALLED VEHICLE,30.323859,-97.715631,78752
78728,COLLISION,30.404678,-97.583875,78653
78752,zSTALLED VEHICLE,30.357996,-97.688007,78753
78701,Crash Service,30.205535,-97.758933,78745
78728,Traffic Hazard,30.399548,-97.654923,78753
78749,Traffic Hazard,30.200865,-97.866055,78749
78749,COLLISION WITH INJURY,30.234496,-97.9111,78737
78728,Traffic Hazard,30.413218,-97.690618,78758
78741,Traffic Hazard,30.200671,-97.768419,78745
78701,COLLISION,30.274457,-97.800506,78746
78742,COLLISION,30.237058,-97.588282,78725
78752,TRFC HAZD/ DEBRIS,30.387004,-97.648592,78753
78752,Crash Service,30.375436,-97.690484,78758
78712,Crash Urgent,30.288096,-97.762183,78703
78756,Crash Service,30.346842,-97.728726,78757
78721,COLLISION,30.292972,-97.63161,78724
78701,Crash Urgent,30.247126,-97.803848,78746
78726,Crash Urgent,30.478538,-97.851418,78613
78726,COLLISION,30.478538,-97.851418,78613
78757,Traffic Hazard,30.396774,-97.734609,78759
78742,zSTALLED VEHICLE,30.195326,-97.624398,78617
78757,zSTALLED VEHICLE,30.383263,-97.724115,78758
78739,TRFC HAZD/ DEBRIS,30.203634,-97.916524,78739
78729,Traffic Hazard,30.462157,-97.816017,78750
78741,Crash Service,30.200385,-97.762,78744
78749,Traffic Hazard,30.200896,-97.870873,78739
78751,Crash Service,30.333464,-97.687606,78753
78757,Traffic Hazard,30.38576,-97.740594,78759
78703,TRFC HAZD/ DEBRIS,30.296671,-97.832178,78746
78741,Crash Urgent,30.208963,-97.782504,78745
78728,zSTALLED VEHICLE,30.407806,-97.676714,78753
78728,COLLISION,30.456143,-97.666328,78660
78742,COLLISION,30.167204,-97.659155,78617
78701,zSTALLED VEHICLE,30.20543,-97.757853,78744
78749,Traffic Hazard,30.202641,-97.837651,78749
78741,Traffic Hazard,30.223153,-97.792015,78745
78728,VEHICLE FIRE,30.460804,-97.670311,78728
78728,Traffic Hazard,30.417368,-97.673183,78753
78712,Traffic Hazard,30.284107,-97.720815,78722
78752,Traffic Hazard,30.369089,-97.651779,78754
78712,Crash Urgent,30.264656,-97.749118,78701
78728,COLLISN/ LVNG SCN,30.423037,-97.665101,78660
78747,LOOSE LIVESTOCK,30.044088,-97.68871,78610
78712,Crash Urgent,30.268417,-97.744128,78701
78752,Traffic Hazard,30.382774,-97.688273,78758
78712,Traffic Hazard,30.307991,-97.741308,78751
78712,Traffic Hazard,30.268066,-97.742813,78701
78757,Traffic Hazard,30.388789,-97.710387,78758
78749,Traffic Hazard,30.183523,-97.849809,78748
78756,Crash Urgent,30.33848,-97.739249,78757
78741,COLLISION,30.159931,-97.684076,78719
78741,Crash Service,30.199479,-97.732865,78744
78728,Crash Service,30.414257,-97.673768,78753
78742,LOOSE LIVESTOCK,30.188879,-97.570617,78617
78749,Crash Urgent,30.195334,-97.842289,78749
78712,Crash Service,30.256202,-97.722021,78702
78728,Crash Service,30.418181,-97.658744,78753
78742,Crash Urgent,30.167204,-97.659155,78617
78742,COLLISION,30.249502,-97.606043,78725
78712,Traffic Hazard,30.260742,-97.757827,78704
78741,Crash Urgent,30.197084,-97.692657,78744
78712,Crash Service,30.274177,-97.746249,78701
78757,Traffic Hazard,30.372033,-97.741096,78759
78756,Crash Urgent,30.356763,-97.745967,78731
78756,Crash Urgent,30.356763,-97.745967,78731
78757,Crash Urgent,30.400702,-97.729669,78758
78724,LOOSE LIVESTOCK,30.282159,-97.485904,78653
78728,Traffic Hazard,30.406143,-97.675072,78753
78749,TRFC HAZD/ DEBRIS,30.234451,-97.911709,78737
78748,Crash Urgent,30.173376,-97.800746,78748
78712,Crash Urgent,30.279105,-97.725138,78702
78728,Crash Urgent,30.410739,-97.69551,78758
78701,Crash Service,30.235507,-97.763834,78704
78729,Crash Urgent,30.476859,-97.807199,78613
78701,Crash Urgent,30.250893,-97.696035,78702
78728,zSTALLED VEHICLE,30.410739,-97.69551,78758
78728,Traffic Hazard,30.420094,-97.70479,78759
78741,Traffic Hazard,30.183589,-97.75884,78744
78729,Crash Urgent,30.456663,-97.791716,78729
78748,TRFC HAZD/ DEBRIS,30.113949,-97.719591,78747
78728,COLLISION,30.429041,-97.641223,78660
78728,Crash Urgent,30.430493,-97.651415,78660
78733,TRFC HAZD/ DEBRIS,30.317616,-98.002363,78738
78752,Crash Service,30.35653,-97.672219,78754
78741,Crash Urgent,30.197422,-97.764739,78744
78712,Traffic Hazard,30.30509,-97.743125,78705
78748,Traffic Hazard,30.180327,-97.843108,78748
78756,Traffic Hazard,30.335529,-97.753726,78731
78754,COLLISION,30.362658,-97.585216,78653
78712,Crash Urgent,30.274123,-97.72404,78702
78748,Traffic Hazard,30.16707,-97.786925,78748
78752,Traffic Hazard,30.381932,-97.686374,78753
78701,Traffic Hazard,30.22688,-97.769241,78704
78733,TRFC HAZD/ DEBRIS,30.369339,-97.918995,78734
78733,TRFC HAZD/ DEBRIS,30.309653,-97.907635,78733
78756,Crash Urgent,30.339406,-97.717842,78757
78728,Traffic Hazard,30.419092,-97.672438,78753
78756,Crash Urgent,30.355454,-97.72146,78757
78756,Crash Service,30.355163,-97.715415,78757
78748,Crash Urgent,30.154397,-97.791328,78748
78723,Traffic Hazard,30.337135,-97.598221,78653
78748,VEHICLE FIRE,30.140588,-97.831029,78652
78701,Traffic Hazard,30.258161,-97.797182,78746
78751,Crash Urgent,30.343989,-97.704998,78753
78754,COLLISION,30.349623,-97.523553,78653
78747,COLLISION,30.131804,-97.622796,78617
78729,Crash Service,30.438446,-97.778442,78750
78701,Crash Service,30.210977,-97.754123,78744
78712,Crash Urgent,30.275994,-97.743644,78701
78712,Crash Service,30.263947,-97.742862,78701
78756,Traffic Hazard,30.352066,-97.750049,78731
78712,Crash Urgent,30.308913,-97.740718,78751
78712,Traffic Hazard,30.314899,-97.736649,78756
78748,COLLISION,30.032873,-97.846752,78640
78741,Traffic Hazard,30.198029,-97.763803,78744
78712,Traffic Hazard,30.267683,-97.741454,78701
78729,Crash Urgent,30.461593,-97.817904,78750
78728,Traffic Hazard,30.438741,-97.668872,78728
78701,Traffic Hazard,30.229056,-97.801325,78745
78747,LOOSE LIVESTOCK,30.122185,-97.629212,78617
78741,Traffic Hazard,30.198691,-97.764498,78745
78741,Traffic Hazard,30.189748,-97.745024,78744
78712,Traffic Hazard,30.310925,-97.767716,78703
78725,COLLISION,30.176532,-97.52931,78612
78729,Crash Urgent,30.429357,-97.759979,78759
78756,Traffic Hazard,30.341321,-97.770834,78731
78741,Crash Urgent,30.215631,-97.68778,78744
78722,Traffic Hazard,30.253104,-97.692464,78721
78701,Traffic Hazard,30.233165,-97.796873,78745
78728,Crash Urgent,30.408831,-97.713634,78758
78757,Crash Service,30.383123,-97.723152,78758
78712,Traffic Hazard,30.258915,-97.772765,78704
78712,Traffic Hazard,30.30705,-97.696882,78723
78754,TRFC HAZD/ DEBRIS,30.349619,-97.529623,78653
78742,Crash Urgent,30.225862,-97.683191,78741
78705,COLLISION,30.28062,-97.807813,78746
78721,Traffic Hazard,30.298716,-97.629657,78724
78729,Traffic Hazard,30.428884,-97.75946,78759
78752,Crash Service,30.368726,-97.650654,78754
78712,Crash Urgent,30.271939,-97.754978,78703
78756,Crash Urgent,30.349481,-97.734949,78757
78729,Crash Urgent,30.437302,-97.774892,78729
78730,COLLISION,30.396758,-97.931833,78734
78712,Crash Urgent,30.277217,-97.770483,78703
78747,LOOSE LIVESTOCK,30.112308,-97.662222,78719
78748,Crash Service,30.159614,-97.776319,78744
78712,Crash Urgent,30.274857,-97.76484,78703
78734,COLLISION,30.292054,-98.08,78620
78749,Crash Service,30.215182,-97.832841,78749
78752,Crash Urgent,30.36853,-97.613107,78653
78728,BLOCKED DRIV/ HWY,30.428227,-97.675743,78728
78729,Crash Service,30.425097,-97.751869,78759
78751,Crash Service,30.342614,-97.703577,78753
78742,COLLISION,30.251457,-97.595643,78725
78751,Traffic Hazard,30.323216,-97.707338,78752
78756,Traffic Hazard,30.336702,-97.719555,78752
78741,Crash Urgent,30.193012,-97.77884,78745
78748,Traffic Hazard,30.179808,-97.836678,78748
78701,Crash Urgent,30.274204,-97.80063,78746
78730,TRFC HAZD/ DEBRIS,30.396175,-97.860977,78732
78728,Traffic Hazard,30.44145,-97.667645,78660
78721,Crash Urgent,30.279258,-97.643796,78725
78751,zSTALLED VEHICLE,30.336072,-97.701889,78752
78701,Crash Service,30.239675,-97.76116,78704
78756,Crash Urgent,30.34603,-97.750862,78731
78729,Crash Service,30.48127,-97.766781,78717
78728,Crash Service,30.407034,-97.697425,78758
78728,Crash Urgent,30.407034,-97.697425,78758
78701,Crash Service,30.233322,-97.765178,78704
78729,zSTALLED VEHICLE,30.426351,-97.753839,78759
78730,TRFC HAZD/ DEBRIS,30.36903,-97.897894,78732
78756,zSTALLED VEHICLE,30.334852,-97.739822,78756
78729,Traffic Hazard,30.435731,-97.771625,78729
78751,Traffic Hazard,30.314445,-97.663289,78723
78749,Traffic Hazard,30.254793,-97.866035,78735
78712,Crash Service,30.299682,-97.722386,78751
78703,COLLISION,30.296612,-97.831882,78746
78728,Crash Urgent,30.436971,-97.69933,78727
78741,Crash Service,30.209214,-97.784238,78745
78712,Crash Service,30.251095,-97.764903,78704
78717,COLLISION,30.561962,-97.831464,78641
78701,Traffic Hazard,30.229861,-97.731281,78741
78749,Traffic Hazard,30.213794,-97.830349,78745
78741,Crash Urgent,30.21198,-97.712537,78744
78733,COLLISION,30.362416,-97.899868,78732
78749,Crash Service,30.216295,-97.841182,78749
78728,Traffic Hazard,30.407802,-97.678907,78758
78756,Traffic Hazard,30.334683,-97.739469,78756
78748,VEHICLE FIRE,30.116605,-97.749079,78747
78728,COLLISION,30.444375,-97.66736,78660
78712,Traffic Hazard,30.282098,-97.743216,78701
78712,Crash Urgent,30.23768,-97.725656,78741
78712,Traffic Hazard,30.266132,-97.739677,78701
78742,COLLISION,30.158904,-97.648217,78617
78728,TRFC HAZD/ DEBRIS,30.490178,-97.67718,78681
78742,Crash Service,30.213486,-97.659174,78617
78751,Crash Service,30.308854,-97.66911,78723
78728,COLLISION,30.438998,-97.671992,78728
78712,Traffic Hazard,30.279105,-97.725138,78702
78748,Traffic Hazard,30.17385,-97.821042,78748
78701,Crash Urgent,30.22248,-97.764171,78745
78751,Traffic Hazard,30.330166,-97.705501,78752
78749,Traffic Hazard,30.20285,-97.837591,78749
78752,Crash Urgent,30.328444,-97.657327,78724
78751,Crash Urgent,30.33798,-97.697752,78753
78756,Traffic Hazard,30.336783,-97.755811,78731
78712,Crash Urgent,30.264656,-97.749118,78701
78757,Traffic Hazard,30.400941,-97.729962,78758
78729,Traffic Hazard,30.448616,-97.791043,78750
78729,Crash Service,30.455444,-97.825791,78726
78742,TRFC HAZD/ DEBRIS,30.249458,-97.587495,78725
78756,Traffic Hazard,30.320131,-97.755782,78731
78729,Traffic Hazard,30.417505,-97.742014,78759
78742,Traffic Hazard,30.214877,-97.664034,78719
78741,Traffic Hazard,30.20703,-97.773823,78745
78701,Crash Urgent,30.231975,-97.800542,78745
78712,Traffic Hazard,30.302741,-97.738147,78705
78741,Crash Service,30.202493,-97.775528,78745
78712,Crash Urgent,30.250025,-97.754907,78704
78728,Crash Urgent,30.423659,-97.671305,78753
78756,Crash Service,30.360925,-97.716629,78758
78701,Traffic Hazard,30.249253,-97.777851,78704
78741,Crash Urgent,30.204945,-97.774792,78745
78741,Crash Urgent,30.204945,-97.774792,78745
78741,Crash Urgent,30.193545,-97.752429,78744
78739,COLLISION,30.170006,-97.859351,78748
78701,Traffic Hazard,30.216447,-97.747898,78741
78751,Crash Service,30.343989,-97.704998,78753
78752,Crash Service,30.38167,-97.686517,78753
78754,Crash Urgent,30.404074,-97.552811,78653
78754,COLLISION WITH INJURY,30.404074,-97.552811,78653
78739,Crash Urgent,30.192038,-97.924436,78739
78739,COLLISION,30.192664,-97.924989,78739
78701,Crash Service,30.231938,-97.736383,78741
78754,COLLISN/ LVNG SCN,30.376076,-97.582281,78653
78729,Traffic Hazard,30.461233,-97.79462,78750
78728,Traffic Hazard,30.419978,-97.703582,78758
78742,Crash Urgent,30.136294,-97.643301,78617
78729,Crash Service,30.479228,-97.803462,78613
78749,Crash Service,30.234041,-97.867369,78735
78748,LOOSE LIVESTOCK,30.15605,-97.774499,78747
78712,Crash Service,30.268007,-97.738949,78701
78701,Traffic Hazard,30.220309,-97.748864,78741
78712,zSTALLED VEHICLE,30.292539,-97.759557,78703
78751,Traffic Hazard,30.310661,-97.708095,78723
78751,Crash Service,30.318275,-97.70673,78723
78748,LOOSE LIVESTOCK,30.137959,-97.823138,78652
78728,COLLISION/PRIVATE PROPERTY,30.465201,-97.669566,78728
78751,zSTALLED VEHICLE,30.332839,-97.686169,78754
78728,Crash Service,30.414585,-97.663236,78753
78742,Crash Urgent,30.218979,-97.683129,78719
78712,Traffic Hazard,30.253581,-97.763019,78704
78701,Crash Urgent,30.274396,-97.80043,78746
78723,Traffic Hazard,30.330029,-97.62987,78724
78729,Crash Urgent,30.425599,-97.751163,78727
78723,Crash Urgent,30.330731,-97.622989,78724
78752,Crash Service,30.390275,-97.669748,78753
78701,Crash Service,30.26674,-97.783773,78746
78748,Crash Service,30.143085,-97.802553,78748
78739,Traffic Hazard,30.193096,-97.909405,78739
78728,Traffic Hazard,30.425441,-97.671222,78660
78757,Traffic Hazard,30.374116,-97.712091,78758
78712,Crash Urgent,30.258024,-97.746547,78704
78712,Traffic Hazard,30.260915,-97.713716,78702
78756,Crash Service,30.333564,-97.737139,78756
78712,Crash Service,30.270326,-97.749373,78701
78756,Crash Service,30.356988,-97.732803,78757
78728,Crash Service,30.440168,-97.697826,78727
78721,Crash Service,30.276826,-97.637319,78724
78712,Crash Urgent,30.264126,-97.72829,78702
78712,Crash Service,30.273823,-97.694834,78721
78757,Traffic Hazard,30.388595,-97.744417,78759
78728,Traffic Hazard,30.429969,-97.701176,78727
78742,Crash Service,30.202454,-97.638944,78617
78712,zSTALLED VEHICLE,30.239063,-97.72612,78741
78741,zSTALLED VEHICLE,30.188069,-97.763843,78744
78741,Traffic Hazard,30.18617,-97.773367,78744
78756,Traffic Hazard,30.319984,-97.727028,78751
78730,COLLISION,30.387508,-97.906223,78732
78748,Traffic Hazard,30.173803,-97.826429,78748
78728,LOOSE LIVESTOCK,30.460338,-97.693042,78728
78730,Traffic Hazard,30.395267,-97.830864,78750
78728,Traffic Hazard,30.409389,-97.71225,78758
78730,COLLISION,30.395418,-97.91392,78734
78751,Traffic Hazard,30.314444,-97.708159,78751
78712,Traffic Hazard,30.267721,-97.744381,78701
78748,COLLISION,30.140522,-97.832968,78652
78749,Crash Urgent,30.2009,-97.866738,78739
78729,Traffic Hazard,30.455444,-97.825791,78726
78712,Crash Service,30.29571,-97.742629,78705
78742,TRFC HAZD/ DEBRIS,30.175034,-97.638769,78617
78754,Traffic Hazard,30.34181,-97.592931,78653
78745,Crash Service,30.210194,-97.814386,78745
78712,Traffic Hazard,30.238242,-97.738654,78704
78751,Crash Service,30.308513,-97.679509,78723
78751,Crash Urgent,30.348168,-97.694272,78753
78748,Traffic Hazard,30.172456,-97.799554,78748
78749,Crash Urgent,30.254511,-97.86562,78735
78701,Crash Urgent,30.273709,-97.801043,78746
78748,COLLISION WITH INJURY,30.160639,-97.769665,78744
78701,Crash Urgent,30.270964,-97.80402,78746
78748,TRFC HAZD/ DEBRIS,30.102619,-97.783418,78610
78712,zSTALLED VEHICLE,30.264334,-97.735058,78702
78751,Crash Service,30.337346,-97.683222,78754
78712,Traffic Hazard,30.265673,-97.745132,78701
78745,COLLISION,30.232638,-97.818416,78745
78741,Traffic Hazard,30.234587,-97.697315,78741
78741,COLLISION WITH INJURY,30.161131,-97.686576,78719
78742,COLLISION WITH INJURY,30.158969,-97.601431,78617
78712,Crash Urgent,30.266099,-97.7688,78746
78752,Crash Service,30.36314,-97.697022,78758
78741,zSTALLED VEHICLE,30.218914,-97.69125,78741
78734,TRFC HAZD/ DEBRIS,30.50499,-98.024458,78654
78728,zSTALLED VEHICLE,30.451474,-97.696251,78728
78729,Traffic Hazard,30.487943,-97.762822,78717
78756,Traffic Hazard,30.335577,-97.720232,78752
78728,zSTALLED VEHICLE,30.415821,-97.695888,78727
78712,Traffic Hazard,30.247844,-97.734859,78741
78742,Traffic Hazard,30.236966,-97.686372,78742
78729,Crash Urgent,30.443859,-97.742349,78729
78754,COLLISION,30.349654,-97.52794,78653
78712,zSTALLED VEHICLE,30.30938,-97.759344,78703
78756,Crash Service,30.355955,-97.703248,78758
78749,Traffic Hazard,30.200595,-97.878441,78739
78751,Crash Service,30.330782,-97.71565,78752
78749,Traffic Hazard,30.24826,-97.882249,78735
78729,Crash Urgent,30.44241,-97.783153,78729
78733,VEHICLE FIRE,30.302123,-97.931497,78738
78712,Crash Service,30.276064,-97.730459,78702
78726,TRFC HAZD/ DEBRIS,30.517947,-97.890774,78641
78749,Traffic Hazard,30.183523,-97.849809,78748
78751,TRFC HAZD/ DEBRIS,30.317197,-97.662364,78724
78742,LOOSE LIVESTOCK,30.267426,-97.566907,78653
78741,COLLISN/ LVNG SCN,30.220247,-97.68704,78741
78756,zSTALLED VEHICLE,30.31865,-97.755932,78731
78728,COLLISION WITH INJURY,30.402895,-97.622782,78660
78712,Crash Service,30.275752,-97.699375,78721
78723,Traffic Hazard,30.331747,-97.620064,78754
78756,Crash Service,30.3255,-97.726624,78751
78701,Traffic Hazard,30.222933,-97.764111,78745
78742,COLLISION,30.131908,-97.646988,78617
78756,Traffic Hazard,30.35175,-97.748944,78731
78701,Crash Urgent,30.265174,-97.78225,78746
78712,zSTALLED VEHICLE,30.306254,-97.742381,78751
78756,Traffic Hazard,30.356349,-97.715654,78757
78701,Crash Urgent,30.211743,-97.729575,78744
78728,TRFC HAZD/ DEBRIS,30.45601,-97.697421,78728
78752,Crash Urgent,30.371715,-97.679128,78753
78751,Crash Service,30.33105,-97.7082,78752
78752,Traffic Hazard,30.367137,-97.704925,78758
78722,Traffic Hazard,30.296133,-97.688001,78723
78728,Traffic Hazard,30.40803,-97.675235,78753
78712,Crash Service,30.266577,-97.733869,78702
78745,Crash Urgent,30.232349,-97.818588,78749
78745,COLLISION,30.232349,-97.818588,78749
78701,Traffic Hazard,30.257822,-97.70439,78702
78749,Crash Service,30.241291,-97.881415,78735
78712,Crash Urgent,30.269024,-97.74626,78701
78712,zSTALLED VEHICLE,30.306332,-97.712523,78751
78712,Crash Service,30.297462,-97.720226,78751
78729,Traffic Hazard,30.417001,-97.749761,78759
78741,zSTALLED VEHICLE,30.208448,-97.781513,78745
78712,Crash Service,30.250658,-97.754649,78704
78712,Crash Urgent,30.265594,-97.748734,78701
78712,zSTALLED VEHICLE,30.261782,-97.738792,78701
78745,Crash Urgent,30.230805,-97.827196,78749
78757,zSTALLED VEHICLE,30.390857,-97.714011,78758
78701,COLLISION,30.274897,-97.801052,78746
78733,TRFC HAZD/ DEBRIS,30.276836,-97.911399,78735
78754,COLLISN/ LVNG SCN,30.337669,-97.558516,78653
78701,zSTALLED VEHICLE,30.223491,-97.747691,78704
78751,Traffic Hazard,30.341062,-97.701944,78753
78729,Crash Service,30.445511,-97.789158,78750
78712,Crash Urgent,30.309031,-97.757617,78703
78712,Traffic Hazard,30.268534,-97.742635,78701
78739,COLLISION WITH INJURY,30.16302,-97.860159,78748
78748,Traffic Hazard,30.173724,-97.823807,78748
78734,COLLISION,30.394248,-98.086867,78669
