Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address,Funding
554, CAPITAL OF TEXAS HWY / WALSH TARLTON LN,VOID,,,LOC16-004310,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,2430, CAPITAL OF TEXAS HWY,,2715, WALSH TARLTON LN,,5149237,11/19/2018 09:15:00 PM +0000,"(30.2579861, -97.8122482)",NO COMMUNICATION,03/16/2018 01:30:00 PM +0000,-97.8122482,30.2579861,,http://162.89.13.145/CCTVImages/CCTV554.jpg,None Identified
555, 12TH ST / GUADALUPE ST,TURNED_ON,05/24/2018,Advidia,LOC16-001200,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, 12TH ST,,1200, GUADALUPE ST,,5156737,11/19/2018 09:15:00 PM +0000,"(30.2748528, -97.7441254)",ONLINE,05/26/2018 08:30:00 AM +0000,-97.7441254,30.2748528,,http://162.89.13.145/CCTVImages/CCTV555.jpg,None Identified
558,2500 BLK LAKE AUSTIN BLVD (Hearn / UT Graduate Student Housing),REMOVED,05/31/2018,Advidia,LOC16-007155,Hearn / UT Graduate Student Housing,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2500, LAKE AUSTIN BLVD,,,  ,,,11/19/2018 09:15:00 PM +0000,"(30.279402, -97.774177)",ONLINE,06/01/2018 08:30:00 AM +0000,-97.774177,30.279402,,http://162.89.13.145/CCTVImages/CCTV558.jpg,None Identified
559, 8TH ST / COLORADO ST,TURNED_ON,07/10/2018,Advidia,LOC16-001380,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, 8TH ST,,800, COLORADO ST,,5156869,11/19/2018 09:15:00 PM +0000,"(30.2702675, -97.7434158)",ONLINE,07/11/2018 08:30:00 AM +0000,-97.7434158,30.2702675,,http://162.89.13.145/CCTVImages/CCTV559.jpg,None Identified
560, COLORADO ST / 9TH ST,TURNED_ON,07/10/2018,Advidia,LOC16-001335,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,900, COLORADO ST,,201, 9TH ST,,5156915,11/19/2018 09:15:00 PM +0000,"(30.271244, -97.7430573)",ONLINE,07/11/2018 08:30:00 AM +0000,-97.7430573,30.271244,,http://162.89.13.145/CCTVImages/CCTV560.jpg,None Identified
562, 5TH ST / COLORADO ST,TURNED_ON,07/10/2018,Advidia,LOC16-001530,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, 5TH ST,,500, COLORADO ST,,5156720,11/19/2018 09:15:00 PM +0000,"(30.267477, -97.7444687)",ONLINE,07/11/2018 08:30:00 AM +0000,-97.7444687,30.267477,,http://162.89.13.145/CCTVImages/CCTV562.jpg,None Identified
565, CESAR CHAVEZ ST / COLORADO ST,TURNED_ON,07/19/2018,Advidia,LOC16-001355,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, CESAR CHAVEZ ST,,100, COLORADO ST,,5156523,11/19/2018 09:15:00 PM +0000,"(30.2637615, -97.7458572)",ONLINE,07/20/2018 08:30:00 AM +0000,-97.7458572,30.2637615,,http://162.89.13.145/CCTVImages/CCTV565.jpg,None Identified
566, COLORADO ST / 3RD ST,TURNED_ON,07/11/2018,Advidia,LOC16-003660,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, COLORADO ST,,201, 3RD ST,,5156624,11/19/2018 09:15:00 PM +0000,"(30.2656021, -97.7451553)",ONLINE,07/26/2018 08:30:00 AM +0000,-97.7451553,30.2656021,,http://162.89.13.145/CCTVImages/CCTV566.jpg,None Identified
567, COLORADO ST / 10TH ST,TURNED_ON,07/25/2018,Advidia,LOC16-001280,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,900, COLORADO ST,,201, 10TH ST,,5156970,11/19/2018 09:15:00 PM +0000,"(30.2721729, -97.7427444)",ONLINE,07/26/2018 08:30:00 AM +0000,-97.7427444,30.2721729,,http://162.89.13.145/CCTVImages/CCTV567.jpg,None Identified
568, PONCA ST / MONTOPOLIS DR,DESIRED,,,LOC16-002705,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,6206, PONCA ST,,615, MONTOPOLIS DR,,5162726,11/19/2018 09:15:00 PM +0000,"(30.2375507, -97.6952896)",NO COMMUNICATION,08/04/2018 08:30:00 AM +0000,-97.6952896,30.2375507,,http://162.89.13.145/CCTVImages/CCTV568.jpg,None Identified
563, COLORADO ST / 2ND ST,TURNED_ON,07/11/2018,Advidia,LOC16-001595,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, COLORADO ST,,201, 2ND ST,,5156573,11/26/2018 09:45:00 AM +0000,"(30.2646828, -97.7455139)",ONLINE,11/26/2018 09:35:00 AM +0000,-97.7455139,30.2646828,,http://162.89.13.145/CCTVImages/CCTV563.jpg,None Identified
561, COLORADO ST / 4TH ST,TURNED_ON,07/10/2018,Advidia,LOC16-004685,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, COLORADO ST,,201, 4TH ST,,5156665,12/19/2018 09:45:00 AM +0000,"(30.2665691, -97.744812)",ONLINE,12/19/2018 09:35:00 AM +0000,-97.744812,30.2665691,,http://162.89.13.145/CCTVImages/CCTV561.jpg,None Identified
571, CAMERON RD / FERGUSON LN,TURNED_ON,11/07/2018,Advidia,LOC16-004545,,NORTHEAST,"1,4",AUSTIN FULL PURPOSE,ROADWAY,,,8700, CAMERON RD,,1400, FERGUSON LN,,5164399,01/01/2019 09:47:00 AM +0000,"(30.3458042, -97.6774902)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.6774902,30.3458042,,http://162.89.13.145/CCTVImages/CCTV571.jpg,None Identified
557,IH 35 SVRD / HOLLY ST,TURNED_ON,05/23/2018,Advidia,LOC16-003780,,CENTRAL,"9,3",AUSTIN FULL PURPOSE,ROADWAY,,,61,IH 35 SVRD,,800, HOLLY ST,,5157981,01/05/2019 09:45:00 AM +0000,"(30.2571259, -97.7365189)",ONLINE,01/05/2019 09:35:00 AM +0000,-97.7365189,30.2571259,,http://162.89.13.145/CCTVImages/CCTV557.jpg,None Identified
232, DUVAL RD / JOLLYVILLE RD,TURNED_ON,,Sarix,LOC16-003440,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,5600, DUVAL RD,,11616, JOLLYVILLE RD,,5155327,03/05/2019 09:45:00 AM +0000,"(30.4172859, -97.7500381)",ONLINE,03/05/2019 09:35:00 AM +0000,-97.7500381,30.4172859,,http://162.89.13.145/CCTVImages/CCTV232.jpg,
569, MANCHACA RD / RAVENSCROFT DR,TURNED_ON,02/28/2019,Advidia,LOC16-004360,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,11119, MANCHACA RD,,1801, RAVENSCROFT DR,,5147818,03/12/2019 08:40:00 AM +0000,"(30.1571236, -97.8333054)",ONLINE,03/12/2019 08:30:00 AM +0000,-97.8333054,30.1571236,,http://162.89.13.145/CCTVImages/CCTV569.jpg,None Identified
570,IH 35 SVRD / WOODLAND AVE,TURNED_ON,10/17/2018,Advidia,LOC16-001870,,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,1600,IH 35 SVRD,,1200, WOODLAND AVE,,5157921,04/13/2019 08:40:00 AM +0000,"(30.2410469, -97.7373962)",ONLINE,04/13/2019 08:30:00 AM +0000,-97.7373962,30.2410469,,http://162.89.13.145/CCTVImages/CCTV570.jpg,None Identified
564, 7TH ST / COLORADO ST,TURNED_ON,07/15/2018,Advidia,LOC16-001425,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, 7TH ST,,700, COLORADO ST,,5156810,11/26/2018 09:45:00 AM +0000,"(30.2693481, -97.7437744)",ONLINE,11/26/2018 09:35:00 AM +0000,-97.7437744,30.2693481,,http://162.89.13.145/CCTVImages/CCTV564.jpg,1/4 Cent
510, MOPAC EXPY SVRD / BEE CAVES RD,TURNED_ON,09/22/2016,Spectra Enhanced,LOC16-005245,,SOUTHWEST,8,AUSTIN FULL PURPOSE,BUILDING,,,800, MOPAC EXPY SVRD,,2500, BEE CAVES RD,,5151862,11/30/2018 09:45:00 AM +0000,"(30.265333, -97.782313)",ONLINE,11/30/2018 09:35:00 AM +0000,-97.782313,30.265333,,http://162.89.13.145/CCTVImages/CCTV510.jpg,None Identified
286,IH 35 SVRD / 32ND ST,TURNED_ON,08/09/2017,Axis,LOC16-004800,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,3109,IH 35 SVRD,,1034, 32ND ST,,5159577,12/06/2018 06:29:00 PM +0000,"(30.2890625, -97.723053)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.723053,30.2890625,,http://162.89.13.145/CCTVImages/CCTV286.jpg,None Identified
166, STASSNEY LN / 35 SVRD,TURNED_ON,05/15/2017,Sarix,LOC16-002090,,SOUTHWEST,2,AUSTIN FULL PURPOSE,ROADWAY,,,1501, STASSNEY LN,,5301,IH 35 SVRD,,5154346,12/11/2018 09:45:00 AM +0000,"(30.1981945, -97.7636566)",ONLINE,12/11/2018 09:35:00 AM +0000,-97.7636566,30.1981945,,http://162.89.13.145/CCTVImages/CCTV166.jpg,None Identified
572, BRAKER LN / RESEARCH BLVD SVRD,TURNED_ON,12/13/2018,Advidia,LOC16-003980,,NORTHWEST,"10,7",AUSTIN FULL PURPOSE,ROADWAY,,,4500, BRAKER LN,,10900, RESEARCH BLVD SVRD,,5156003,01/03/2019 11:21:00 PM +0000,"(30.4003582, -97.7454987)",OFFLINE,12/27/2018 09:35:00 AM +0000,-97.7454987,30.4003582,,http://162.89.13.145/CCTVImages/CCTV572.jpg,None Identified
38, TOOMEY RD / JESSIE ST (TOOMEY / JESSIE - BACK GATE),TURNED_ON,,Sarix,LOC16-006960,TOOMEY / JESSIE - BACK GATE,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,1300, TOOMEY RD,,301, JESSIE ST,,,01/24/2019 09:45:00 AM +0000,"(30.263071, -97.75907)",OFFLINE,01/24/2019 09:35:00 AM +0000,-97.75907,30.263071,,http://162.89.13.145/CCTVImages/CCTV38.jpg,None Identified
369, PLEASANT VALLEY RD / WILLIAM CANNON DR,TURNED_ON,06/08/2017,Spectra Enhanced,LOC16-000980,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,6406, PLEASANT VALLEY RD,,5100, WILLIAM CANNON DR,,5156706,02/23/2019 09:45:00 AM +0000,"(30.1796741, -97.7469025)",ONLINE,02/23/2019 09:35:00 AM +0000,-97.7469025,30.1796741,,http://162.89.13.145/CCTVImages/CCTV369.jpg,1/4 Cent
422, WILLIAM CANNON DR / SALT SPRINGS DR,TURNED_ON,06/07/2017,Spectra Enhanced,LOC16-004130,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,6311, WILLIAM CANNON DR,,7101, SALT SPRINGS DR,,5158068,02/23/2019 09:45:00 AM +0000,"(30.1690102, -97.7383728)",ONLINE,02/23/2019 09:35:00 AM +0000,-97.7383728,30.1690102,,http://162.89.13.145/CCTVImages/CCTV422.jpg,1/4 Cent
473, METRIC BLVD / RUNDBERG LN,TURNED_ON,03/15/2018,Advidia,LOC16-003590,,NORTHWEST,4,AUSTIN FULL PURPOSE,ROADWAY,,,9310, METRIC BLVD,,2101, RUNDBERG LN,,5159686,02/27/2019 09:40:00 AM +0000,"(30.3751812, -97.7197266)",ONLINE,02/27/2019 09:30:00 AM +0000,-97.7197266,30.3751812,,http://162.89.13.145/CCTVImages/CCTV473.jpg,1/4 Cent
266, CAPITAL OF TEXAS HWY / SPICEWOOD SPRINGS RD (EAST - BLUFFSTONE DR ),TURNED_ON,,Sarix,LOC16-004185,EAST - BLUFFSTONE DR ,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,8400, CAPITAL OF TEXAS HWY,,5301, SPICEWOOD SPRINGS RD,,5153292,04/02/2019 08:45:00 AM +0000,"(30.3850155, -97.7667313)",ONLINE,04/02/2019 08:35:00 AM +0000,-97.7667313,30.3850155,,http://162.89.13.145/CCTVImages/CCTV266.jpg,None Identified
493, QUINLAN PARK RD / STEINER RANCH BLVD,TURNED_ON,06/05/2017,Spectra Enhanced,LOC16-004500,,NORTHWEST,,AUSTIN 2 MILE ETJ,ROADWAY,,,4000, QUINLAN PARK RD,,4000, STEINER RANCH BLVD,,5143802,04/05/2019 08:40:00 AM +0000,"(30.3775234, -97.8848572)",ONLINE,04/05/2019 08:30:00 AM +0000,-97.8848572,30.3775234,,http://162.89.13.145/CCTVImages/CCTV493.jpg,None Identified
389, ANDERSON MILL RD / BROADMEADE AVE (Turtle Rock Dr),TURNED_ON,03/21/2018,Advidia,LOC16-004275,Turtle Rock Dr,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,8906, ANDERSON MILL RD,,12800, BROADMEADE AVE,,5152043,04/13/2019 08:40:00 AM +0000,"(30.4531956, -97.7763901)",ONLINE,04/13/2019 08:30:00 AM +0000,-97.7763901,30.4531956,,http://162.89.13.145/CCTVImages/CCTV389.jpg,1/4 Cent
404, SPRINGDALE RD / OAK SPRINGS DR,TURNED_ON,06/07/2018,Advidia,LOC16-000800,,NORTHEAST,"3,1",AUSTIN FULL PURPOSE,ROADWAY,,,1100, SPRINGDALE RD,,3600, OAK SPRINGS DR,,5163165,04/13/2019 08:40:00 AM +0000,"(30.2735615, -97.6904221)",ONLINE,04/13/2019 08:30:00 AM +0000,-97.6904221,30.2735615,,http://162.89.13.145/CCTVImages/CCTV404.jpg,1/4 Cent
218, ANDERSON LN SVRD / LAMAR BLVD SVRD,VOID,,,LOC16-003135,,NORTHEAST,"4,7",AUSTIN FULL PURPOSE,ROADWAY,,,718, ANDERSON LN SVRD,,7829, LAMAR BLVD SVRD,,5160636,12/14/2018 10:20:00 PM +0000,"(30.3477535, -97.7119446)",ONLINE,01/25/2018 03:30:00 PM +0000,-97.7119446,30.3477535,,http://162.89.13.145/CCTVImages/CCTV218.jpg,None Identified
454, AIRPORT BLVD / MANOR RD,TURNED_ON,08/01/2017,Spectra Enhanced,LOC16-000820,,NORTHEAST,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,2241, AIRPORT BLVD,,3000, MANOR RD,,5161390,12/15/2018 09:45:00 AM +0000,"(30.286293, -97.7063599)",ONLINE,12/15/2018 09:35:00 AM +0000,-97.7063599,30.286293,,http://162.89.13.145/CCTVImages/CCTV454.jpg,1/4 Cent
574, WELLS BRANCH PKWY / HEATHERWILDE BLVD,DESIRED,,,LOC16-004040,,NORTHEAST,7,AUSTIN FULL PURPOSE,ROADWAY,,,501, WELLS BRANCH PKWY,,1600, HEATHERWILDE BLVD,,5165974,12/17/2018 03:52:00 PM +0000,"(30.4326477, -97.6529694)",OFFLINE,12/17/2018 06:00:00 AM +0000,-97.6529694,30.4326477,,http://162.89.13.145/CCTVImages/CCTV574.jpg,None Identified
577, RESEARCH BLVD SVRD / OHLEN RD,DESIRED,,,LOC16-003540,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,8540, RESEARCH BLVD SVRD,,1701, OHLEN RD,,5159941,12/17/2018 10:40:00 PM +0000,"(30.3631344, -97.7177963)",OFFLINE,12/17/2018 06:00:00 AM +0000,-97.7177963,30.3631344,,http://162.89.13.145/CCTVImages/CCTV577.jpg,None Identified
578, RESEARCH BLVD SVRD / FAIRFIELD DR,DESIRED,,,LOC16-003430,,NORTHWEST,"7,4",AUSTIN FULL PURPOSE,ROADWAY,,,8541, RESEARCH BLVD SVRD,,1425, FAIRFIELD DR,,5160097,12/17/2018 10:37:00 PM +0000,"(30.360487, -97.7164764)",OFFLINE,12/17/2018 06:00:00 AM +0000,-97.7164764,30.360487,,http://162.89.13.145/CCTVImages/CCTV578.jpg,None Identified
579, FAIRFIELD DR / RESEARCH BLVD SVRD,DESIRED,,,LOC16-003435,,NORTHWEST,"7,4",AUSTIN FULL PURPOSE,ROADWAY,,,1460, FAIRFIELD DR,,8540, RESEARCH BLVD SVRD,,5160055,12/17/2018 10:39:00 PM +0000,"(30.3603783, -97.7168732)",OFFLINE,12/17/2018 06:00:00 AM +0000,-97.7168732,30.3603783,,http://162.89.13.145/CCTVImages/CCTV579.jpg,None Identified
580, OHLEN RD / RESEARCH BLVD SVRD,DESIRED,,,LOC16-003535,,NORTHWEST,"4,7",AUSTIN FULL PURPOSE,ROADWAY,,,1659, OHLEN RD,,8700, RESEARCH BLVD SVRD,,5159998,12/17/2018 10:41:00 PM +0000,"(30.3632603, -97.7172623)",OFFLINE,12/17/2018 06:00:00 AM +0000,-97.7172623,30.3632603,,http://162.89.13.145/CCTVImages/CCTV580.jpg,None Identified
575, 7TH ST / 35 SVRD,TURNED_ON,12/17/2018,Sarix,LOC16-001690,,CENTRAL,"3,1",AUSTIN FULL PURPOSE,ROADWAY,,,800, 7TH ST,,700,IH 35 SVRD,,5158375,12/18/2018 09:45:00 AM +0000,"(30.266571, -97.7338562)",ONLINE,12/18/2018 09:35:00 AM +0000,-97.7338562,30.266571,,http://162.89.13.145/CCTVImages/CCTV575.jpg,None Identified
34, SAN JACINTO BLVD / 7TH ST (OMNI - SOUTHEAST),TURNED_ON,,Sarix,LOC16-006975,OMNI - SOUTHEAST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, SAN JACINTO BLVD,,200, 7TH ST,,,12/21/2018 09:45:00 AM +0000,"(30.268596, -97.740235)",ONLINE,12/21/2018 09:35:00 AM +0000,-97.740235,30.268596,,http://162.89.13.145/CCTVImages/CCTV34.jpg,None Identified
35, SAN JACINTO BLVD / 7TH ST (OMNI - NORTH),TURNED_ON,,Sarix,LOC16-006970,OMNI - NORTH,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, SAN JACINTO BLVD,,200, 7TH ST,,,12/21/2018 09:45:00 AM +0000,"(30.269174, -97.740043)",ONLINE,12/21/2018 09:35:00 AM +0000,-97.740043,30.269174,,http://162.89.13.145/CCTVImages/CCTV35.jpg,None Identified
129, RED RIVER ST / 10TH ST,TURNED_ON,03/16/2018,Sarix,LOC16-001305,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,1000, RED RIVER ST,,500, 10TH ST,,5158042,12/29/2018 09:45:00 AM +0000,"(30.2702274, -97.7357712)",ONLINE,12/29/2018 09:35:00 AM +0000,-97.7357712,30.2702274,,http://162.89.13.145/CCTVImages/CCTV129.jpg,None Identified
219, ANDERSON LN SVRD / LAMAR BLVD SVRD,TURNED_ON,05/05/2018,Sarix,LOC16-003135,,NORTHEAST,"4,7",AUSTIN FULL PURPOSE,ROADWAY,,,718, ANDERSON LN SVRD,,7829, LAMAR BLVD SVRD,,5160636,01/01/2019 09:46:00 AM +0000,"(30.3477535, -97.7119446)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7119446,30.3477535,,http://162.89.13.145/CCTVImages/CCTV219.jpg,None Identified
76, 38TH HALF ST / 35 SVRD,TURNED_ON,,Sarix,LOC16-000315,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1014, 38TH HALF ST,,3820,IH 35 SVRD,,5159923,01/09/2019 09:45:00 AM +0000,"(30.294981, -97.7197723)",ONLINE,01/09/2019 09:35:00 AM +0000,-97.7197723,30.294981,,http://162.89.13.145/CCTVImages/CCTV76.jpg,None Identified
172, METRIC BLVD / PARMER LN,TURNED_ON,,Sarix,LOC16-002230,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,12420, METRIC BLVD,,1601, PARMER LN,,5162712,03/05/2019 07:35:00 PM +0000,"(30.4132328, -97.6905823)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.6905823,30.4132328,,http://162.89.13.145/CCTVImages/CCTV172.jpg,None Identified
556, MOPAC EXPY / LA CROSSE AVE,TURNED_ON,05/30/2018,Advidia,LOC16-003840,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,10217, MOPAC EXPY,,5101, LA CROSSE AVE,,5144465,04/02/2019 08:40:00 AM +0000,"(30.1904659, -97.8732529)",OFFLINE,04/02/2019 08:30:00 AM +0000,-97.8732529,30.1904659,,http://162.89.13.145/CCTVImages/CCTV556.jpg,None Identified
134, 6TH ST / RED RIVER ST,TURNED_ON,,Sarix,LOC16-001505,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,500, 6TH ST,,600, RED RIVER ST,,5157835,12/29/2018 09:45:00 AM +0000,"(30.2664757, -97.7371902)",ONLINE,12/29/2018 09:35:00 AM +0000,-97.7371902,30.2664757,,http://162.89.13.145/CCTVImages/CCTV134.jpg,
545, 12TH ST / RED RIVER ST,TURNED_ON,01/18/2017,Sarix,LOC16-001215,,CENTRAL,1,AUSTIN FULL PURPOSE,ROADWAY,,,600, 12TH ST,,1100, RED RIVER ST,,5158165,12/29/2018 09:46:00 AM +0000,"(30.2723198, -97.7350464)",ONLINE,12/29/2018 09:35:00 AM +0000,-97.7350464,30.2723198,,http://162.89.13.145/CCTVImages/CCTV545.jpg,None Identified
170, MOPAC EXPY SVRD / NORTHLAND DR (West),TURNED_ON,03/23/2018,Sarix,LOC16-002165,West,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,5700, MOPAC EXPY SVRD,,3300, NORTHLAND DR,,5154860,01/01/2019 09:45:00 AM +0000,"(30.3367844, -97.7559586)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7559586,30.3367844,,http://162.89.13.145/CCTVImages/CCTV170.jpg,None Identified
536,11406 BLK MC ANGUS RD (South of Elroy Rd),TURNED_ON,10/13/2017,Sarix,LOC16-007035,South of Elroy Rd,SOUTHEAST,,AUSTIN 2 MILE ETJ,ROADWAY,,,11406, MC ANGUS RD,,,  ,,,04/13/2019 08:40:00 AM +0000,"(30.1440611, -97.64924705)",OFFLINE,04/13/2019 08:30:00 AM +0000,-97.64924705,30.1440611,,http://162.89.13.145/CCTVImages/CCTV536.jpg,None Identified
190, PARMER LN / MOPAC EXPY SVRD,TURNED_ON,,Sarix,LOC16-002530,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,3048, PARMER LN,,12511, MOPAC EXPY SVRD,,5161296,01/01/2019 09:45:00 AM +0000,"(30.4199772, -97.7035828)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7035828,30.4199772,,http://162.89.13.145/CCTVImages/CCTV190.jpg,
191, LAMAR BLVD / PARMER LN,TURNED_ON,,Sarix,LOC16-002540,,NORTHWEST,7,AUSTIN FULL PURPOSE,BUILDING,,,12400, LAMAR BLVD,,1001, PARMER LN,,5164152,01/01/2019 09:45:00 AM +0000,"(30.4078522, -97.6782227)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.6782227,30.4078522,,http://162.89.13.145/CCTVImages/CCTV191.jpg,
192, BRAKER LN / MOPAC EXPY SVRD,TURNED_ON,,Advidia,LOC16-002570,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,3700, BRAKER LN,,10700, MOPAC EXPY SVRD,,5158092,01/01/2019 09:45:00 AM +0000,"(30.3954906, -97.7321243)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7321243,30.3954906,,http://162.89.13.145/CCTVImages/CCTV192.jpg,None Identified
205, ST JOHNS AVE / 35 SVRD,TURNED_ON,,Sarix,LOC16-002920,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,800, ST JOHNS AVE,,7200,IH 35 SVRD,,5161497,01/01/2019 09:46:00 AM +0000,"(30.3325787, -97.7037048)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7037048,30.3325787,,http://162.89.13.145/CCTVImages/CCTV205.jpg,
210, BURNET RD / RESEARCH BLVD SVRD,TURNED_ON,,Sarix,LOC16-003045,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,8927, BURNET RD,,9052, RESEARCH BLVD SVRD,,5158961,01/01/2019 09:46:00 AM +0000,"(30.3728848, -97.7264786)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7264786,30.3728848,,http://162.89.13.145/CCTVImages/CCTV210.jpg,None Identified
214, GREAT HILLS TRL / JOLLYVILLE RD,TURNED_ON,,Sarix,LOC16-003110,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,9800, GREAT HILLS TRL,,10022, JOLLYVILLE RD,,5155431,01/01/2019 09:46:00 AM +0000,"(30.3941898, -97.7497025)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7497025,30.3941898,,http://162.89.13.145/CCTVImages/CCTV214.jpg,
215, JOLLYVILLE RD / OAK KNOLL DR,TURNED_ON,,Sarix,LOC16-003115,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,12018, JOLLYVILLE RD,,11914, OAK KNOLL DR,,5154014,01/01/2019 09:46:00 AM +0000,"(30.427557, -97.7600708)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7600708,30.427557,,http://162.89.13.145/CCTVImages/CCTV215.jpg,
222, BRAKER LN / JOLLYVILLE RD,TURNED_ON,,Sarix,LOC16-003245,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,4815, BRAKER LN,,10728, JOLLYVILLE RD,,5155508,01/01/2019 09:46:00 AM +0000,"(30.4006977, -97.7488632)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7488632,30.4006977,,http://162.89.13.145/CCTVImages/CCTV222.jpg,
226, ANDERSON MILL RD / PARMER LN,TURNED_ON,,Sarix,LOC16-003335,,NORTHWEST,6,AUSTIN 2 MILE ETJ,ROADWAY,,,8001, ANDERSON MILL RD,,7700, PARMER LN,,5154630,01/01/2019 09:46:00 AM +0000,"(30.4605808, -97.7545547)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7545547,30.4605808,,http://162.89.13.145/CCTVImages/CCTV226.jpg,None Identified
171, FAR WEST BLVD / MOPAC EXPY SVRD,TURNED_ON,,Sarix,LOC16-002195,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,3300, FAR WEST BLVD,,6900, MOPAC EXPY SVRD,,5155589,02/08/2019 09:45:00 AM +0000,"(30.3519115, -97.7496185)",OFFLINE,02/08/2019 09:35:00 AM +0000,-97.7496185,30.3519115,,http://162.89.13.145/CCTVImages/CCTV171.jpg,
208, ANDERSON MILL RD / 183 HWY SVRD,TURNED_ON,,Sarix,LOC16-003005,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,, ANDERSON MILL RD,,13456,US 183 HWY SVRD,,5150697,03/12/2019 08:45:00 AM +0000,"(30.4486465, -97.790947)",OFFLINE,03/12/2019 08:35:00 AM +0000,-97.790947,30.4486465,,http://162.89.13.145/CCTVImages/CCTV208.jpg,None Identified
211,IH 35 SVRD / ANDERSON LN SVRD,TURNED_ON,10/06/2017,Sarix,LOC16-003070,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,7634,IH 35 SVRD,,700, ANDERSON LN SVRD,,5161809,03/12/2019 08:40:00 AM +0000,"(30.3395042, -97.7006454)",ONLINE,03/12/2019 08:30:00 AM +0000,-97.7006454,30.3395042,,http://162.89.13.145/CCTVImages/CCTV211.jpg,None Identified
